,smoking_status
18954,Non-Smoker
18955,Non-Smoker
18956,Non-Smoker
18957,Non-Smoker
18958,Non-Smoker
18959,Non-Smoker
18960,Non-Smoker
18961,Non-Smoker
18962,Non-Smoker
18963,Non-Smoker
18964,Non-Smoker
18965,Non-Smoker
18966,Non-Smoker
18967,Non-Smoker
18968,Non-Smoker
18969,Non-Smoker
18970,Non-Smoker
18971,Non-Smoker
18972,Non-Smoker
18973,Non-Smoker
18974,Non-Smoker
18975,Non-Smoker
18976,Smoker
18977,Smoker
18978,Non-Smoker
18979,Non-Smoker
18980,Smoker
18981,Non-Smoker
18982,Non-Smoker
18983,Non-Smoker
18984,Non-Smoker
18985,Non-Smoker
18986,Non-Smoker
18987,Non-Smoker
18988,Non-Smoker
18989,Non-Smoker
18990,Non-Smoker
18991,Non-Smoker
18992,Non-Smoker
18993,Non-Smoker
18994,Non-Smoker
18995,Non-Smoker
18996,Non-Smoker
18997,Non-Smoker
18998,Non-Smoker
18999,Non-Smoker
19000,Non-Smoker
19001,Non-Smoker
19002,Non-Smoker
19003,Non-Smoker
19004,Non-Smoker
19005,Non-Smoker
19006,Non-Smoker
19007,Non-Smoker
19008,Non-Smoker
19009,Non-Smoker
19010,Non-Smoker
19011,Non-Smoker
19012,Non-Smoker
19013,Non-Smoker
19014,Non-Smoker
19015,Non-Smoker
19016,Non-Smoker
19017,Non-Smoker
19018,Non-Smoker
19019,Non-Smoker
19020,Non-Smoker
19021,Non-Smoker
19022,Non-Smoker
19023,Non-Smoker
19024,Non-Smoker
19025,Non-Smoker
19026,Non-Smoker
19027,Non-Smoker
19028,Non-Smoker
19029,Non-Smoker
19030,Smoker
19031,Non-Smoker
19032,Non-Smoker
19033,Non-Smoker
19034,Non-Smoker
19035,Non-Smoker
19036,Non-Smoker
19037,Non-Smoker
19038,Non-Smoker
19039,Non-Smoker
19040,Non-Smoker
19041,Non-Smoker
19042,Non-Smoker
19043,Non-Smoker
19044,Non-Smoker
19045,Non-Smoker
19046,Non-Smoker
19047,Non-Smoker
19048,Smoker
19049,Non-Smoker
19050,Non-Smoker
19051,Non-Smoker
19052,Non-Smoker
19053,Non-Smoker
19054,Non-Smoker
19055,Non-Smoker
19056,Non-Smoker
19057,Non-Smoker
19058,Non-Smoker
19059,Non-Smoker
19060,Non-Smoker
19061,Non-Smoker
19062,Non-Smoker
19063,Non-Smoker
19064,Non-Smoker
19065,Smoker
19066,Non-Smoker
19067,Non-Smoker
19068,Non-Smoker
19069,Non-Smoker
19070,Non-Smoker
19071,Smoker
19072,Non-Smoker
19073,Non-Smoker
19074,Non-Smoker
19075,Non-Smoker
19076,Non-Smoker
19077,Non-Smoker
19078,Non-Smoker
19079,Non-Smoker
19080,Smoker
19081,Non-Smoker
19082,Non-Smoker
19083,Non-Smoker
19084,Smoker
19085,Non-Smoker
19086,Non-Smoker
19087,Non-Smoker
19088,Non-Smoker
19089,Non-Smoker
19090,Non-Smoker
19091,Non-Smoker
19092,Non-Smoker
19093,Smoker
19094,Non-Smoker
19095,Smoker
19096,Non-Smoker
19097,Non-Smoker
19098,Non-Smoker
19099,Non-Smoker
19100,Smoker
19101,Non-Smoker
19102,Non-Smoker
19103,Non-Smoker
19104,Non-Smoker
19105,Non-Smoker
19106,Smoker
19107,Non-Smoker
19108,Non-Smoker
19109,Non-Smoker
19110,Non-Smoker
19111,Non-Smoker
19112,Non-Smoker
19113,Non-Smoker
19114,Non-Smoker
19115,Non-Smoker
19116,Non-Smoker
19117,Non-Smoker
19118,Non-Smoker
19119,Non-Smoker
19120,Non-Smoker
19121,Non-Smoker
19122,Non-Smoker
19123,Non-Smoker
19124,Non-Smoker
19125,Non-Smoker
19126,Non-Smoker
19127,Non-Smoker
19128,Non-Smoker
19129,Non-Smoker
19130,Non-Smoker
19131,Non-Smoker
19132,Non-Smoker
19133,Non-Smoker
19134,Non-Smoker
19135,Non-Smoker
19136,Non-Smoker
19137,Non-Smoker
19138,Non-Smoker
19139,Smoker
19140,Non-Smoker
19141,Non-Smoker
19142,Non-Smoker
19143,Non-Smoker
19144,Smoker
19145,Non-Smoker
19146,Non-Smoker
19147,Non-Smoker
19148,Non-Smoker
19149,Non-Smoker
19150,Non-Smoker
19151,Smoker
19152,Smoker
19153,Smoker
19154,Non-Smoker
19155,Non-Smoker
19156,Non-Smoker
19157,Non-Smoker
19158,Non-Smoker
19159,Non-Smoker
19160,Non-Smoker
19161,Non-Smoker
19162,Non-Smoker
19163,Non-Smoker
19164,Non-Smoker
19165,Non-Smoker
19166,Non-Smoker
19167,Non-Smoker
19168,Non-Smoker
19169,Non-Smoker
19170,Non-Smoker
19171,Non-Smoker
19172,Non-Smoker
19173,Smoker
19174,Non-Smoker
19175,Non-Smoker
19176,Non-Smoker
19177,Non-Smoker
19178,Non-Smoker
19179,Non-Smoker
19180,Non-Smoker
19181,Non-Smoker
19182,Smoker
19183,Non-Smoker
19184,Non-Smoker
19185,Non-Smoker
19186,Non-Smoker
19187,Non-Smoker
19188,Non-Smoker
19189,Non-Smoker
19190,Non-Smoker
19191,Smoker
19192,Smoker
19193,Smoker
19194,Non-Smoker
19195,Non-Smoker
19196,Non-Smoker
19197,Non-Smoker
19198,Smoker
19199,Non-Smoker
19200,Non-Smoker
19201,Non-Smoker
19202,Non-Smoker
19203,Non-Smoker
19204,Non-Smoker
19205,Non-Smoker
19206,Non-Smoker
19207,Smoker
19208,Non-Smoker
19209,Non-Smoker
19210,Non-Smoker
19211,Non-Smoker
19212,Non-Smoker
19213,Non-Smoker
19214,Smoker
19215,Non-Smoker
19216,Non-Smoker
19217,Non-Smoker
19218,Non-Smoker
19219,Non-Smoker
19220,Non-Smoker
19221,Non-Smoker
19222,Non-Smoker
19223,Non-Smoker
19224,Non-Smoker
19225,Non-Smoker
19226,Smoker
19227,Non-Smoker
19228,Non-Smoker
19229,Smoker
19230,Non-Smoker
19231,Non-Smoker
19232,Non-Smoker
19233,Non-Smoker
19234,Smoker
19235,Smoker
19236,Non-Smoker
19237,Smoker
19238,Non-Smoker
19239,Non-Smoker
19240,Smoker
19241,Non-Smoker
19242,Non-Smoker
19243,Non-Smoker
19244,Non-Smoker
19245,Non-Smoker
19246,Smoker
19247,Non-Smoker
19248,Non-Smoker
19249,Non-Smoker
19250,Non-Smoker
19251,Non-Smoker
19252,Non-Smoker
19253,Non-Smoker
19254,Non-Smoker
19255,Non-Smoker
19256,Non-Smoker
19257,Non-Smoker
19258,Non-Smoker
19259,Non-Smoker
19260,Non-Smoker
19261,Non-Smoker
19262,Non-Smoker
19263,Smoker
19264,Non-Smoker
19265,Non-Smoker
19266,Smoker
19267,Non-Smoker
19268,Non-Smoker
19269,Non-Smoker
19270,Smoker
19271,Non-Smoker
19272,Non-Smoker
19273,Non-Smoker
19274,Smoker
19275,Non-Smoker
19276,Smoker
19277,Non-Smoker
19278,Non-Smoker
19279,Smoker
19280,Non-Smoker
19281,Non-Smoker
19282,Non-Smoker
19283,Non-Smoker
19284,Non-Smoker
19285,Non-Smoker
19286,Non-Smoker
19287,Non-Smoker
19288,Smoker
19289,Non-Smoker
19290,Smoker
19291,Non-Smoker
19292,Non-Smoker
19293,Smoker
19294,Non-Smoker
19295,Non-Smoker
19296,Non-Smoker
19297,Non-Smoker
19298,Non-Smoker
19299,Non-Smoker
19300,Non-Smoker
19301,Non-Smoker
19302,Smoker
19303,Non-Smoker
19304,Non-Smoker
19305,Non-Smoker
19306,Non-Smoker
19307,Smoker
19308,Non-Smoker
19309,Non-Smoker
19310,Smoker
19311,Smoker
19312,Non-Smoker
19313,Non-Smoker
19314,Non-Smoker
19315,Non-Smoker
19316,Non-Smoker
19317,Non-Smoker
19318,Non-Smoker
19319,Non-Smoker
19320,Non-Smoker
19321,Non-Smoker
19322,Non-Smoker
19323,Non-Smoker
19324,Non-Smoker
19325,Non-Smoker
19326,Non-Smoker
19327,Non-Smoker
19328,Non-Smoker
19329,Non-Smoker
19330,Non-Smoker
19331,Non-Smoker
19332,Non-Smoker
19333,Non-Smoker
19334,Non-Smoker
19335,Non-Smoker
19336,Non-Smoker
19337,Non-Smoker
19338,Non-Smoker
19339,Non-Smoker
19340,Non-Smoker
19341,Non-Smoker
19342,Non-Smoker
19343,Non-Smoker
19344,Smoker
19345,Non-Smoker
19346,Non-Smoker
19347,Non-Smoker
19348,Non-Smoker
19349,Non-Smoker
19350,Non-Smoker
19351,Non-Smoker
19352,Non-Smoker
19353,Non-Smoker
19354,Smoker
19355,Non-Smoker
19356,Non-Smoker
19357,Non-Smoker
19358,Non-Smoker
19359,Non-Smoker
19360,Non-Smoker
19361,Non-Smoker
19362,Smoker
19363,Non-Smoker
19364,Non-Smoker
19365,Non-Smoker
19366,Non-Smoker
19367,Non-Smoker
19368,Smoker
19369,Smoker
19370,Smoker
19371,Non-Smoker
19372,Non-Smoker
19373,Non-Smoker
19374,Non-Smoker
19375,Non-Smoker
19376,Non-Smoker
19377,Non-Smoker
19378,Non-Smoker
19379,Smoker
19380,Non-Smoker
19381,Non-Smoker
19382,Non-Smoker
19383,Non-Smoker
19384,Smoker
19385,Non-Smoker
19386,Non-Smoker
19387,Non-Smoker
19388,Non-Smoker
19389,Non-Smoker
19390,Non-Smoker
19391,Non-Smoker
19392,Smoker
19393,Non-Smoker
19394,Smoker
19395,Non-Smoker
19396,Non-Smoker
19397,Non-Smoker
19398,Non-Smoker
19399,Non-Smoker
19400,Non-Smoker
19401,Non-Smoker
19402,Non-Smoker
19403,Smoker
19404,Smoker
19405,Non-Smoker
19406,Non-Smoker
19407,Non-Smoker
19408,Non-Smoker
19409,Non-Smoker
19410,Non-Smoker
19411,Non-Smoker
19412,Non-Smoker
19413,Non-Smoker
19414,Non-Smoker
19415,Non-Smoker
19416,Non-Smoker
19417,Non-Smoker
19418,Non-Smoker
19419,Non-Smoker
19420,Non-Smoker
19421,Non-Smoker
19422,Non-Smoker
19423,Non-Smoker
19424,Non-Smoker
19425,Smoker
19426,Non-Smoker
19427,Non-Smoker
19428,Non-Smoker
19429,Non-Smoker
19430,Non-Smoker
19431,Non-Smoker
19432,Smoker
19433,Non-Smoker
19434,Non-Smoker
19435,Non-Smoker
19436,Non-Smoker
19437,Non-Smoker
19438,Non-Smoker
19439,Non-Smoker
19440,Non-Smoker
19441,Non-Smoker
19442,Non-Smoker
19443,Non-Smoker
19444,Non-Smoker
19445,Non-Smoker
19446,Non-Smoker
19447,Non-Smoker
19448,Non-Smoker
19449,Non-Smoker
19450,Non-Smoker
19451,Non-Smoker
19452,Non-Smoker
19453,Non-Smoker
19454,Non-Smoker
19455,Non-Smoker
19456,Non-Smoker
19457,Non-Smoker
19458,Non-Smoker
19459,Non-Smoker
19460,Non-Smoker
19461,Non-Smoker
19462,Non-Smoker
19463,Non-Smoker
19464,Non-Smoker
19465,Non-Smoker
19466,Non-Smoker
19467,Non-Smoker
19468,Non-Smoker
19469,Non-Smoker
19470,Non-Smoker
19471,Non-Smoker
19472,Non-Smoker
19473,Smoker
19474,Non-Smoker
19475,Smoker
19476,Non-Smoker
19477,Non-Smoker
19478,Non-Smoker
19479,Non-Smoker
19480,Non-Smoker
19481,Non-Smoker
19482,Non-Smoker
19483,Non-Smoker
19484,Non-Smoker
19485,Non-Smoker
19486,Non-Smoker
19487,Non-Smoker
19488,Non-Smoker
19489,Non-Smoker
19490,Non-Smoker
19491,Non-Smoker
19492,Non-Smoker
19493,Non-Smoker
19494,Non-Smoker
19495,Non-Smoker
19496,Smoker
19497,Non-Smoker
19498,Non-Smoker
19499,Non-Smoker
19500,Non-Smoker
19501,Non-Smoker
19502,Non-Smoker
19503,Non-Smoker
19504,Smoker
19505,Non-Smoker
19506,Non-Smoker
19507,Non-Smoker
19508,Non-Smoker
19509,Non-Smoker
19510,Non-Smoker
19511,Non-Smoker
19512,Non-Smoker
19513,Non-Smoker
19514,Non-Smoker
19515,Non-Smoker
19516,Non-Smoker
19517,Non-Smoker
19518,Non-Smoker
19519,Non-Smoker
19520,Non-Smoker
19521,Smoker
19522,Non-Smoker
19523,Non-Smoker
19524,Non-Smoker
19525,Non-Smoker
19526,Non-Smoker
19527,Non-Smoker
19528,Non-Smoker
19529,Non-Smoker
19530,Non-Smoker
19531,Non-Smoker
19532,Non-Smoker
19533,Non-Smoker
19534,Non-Smoker
19535,Non-Smoker
19536,Non-Smoker
19537,Non-Smoker
19538,Smoker
19539,Non-Smoker
19540,Non-Smoker
19541,Non-Smoker
19542,Non-Smoker
19543,Non-Smoker
19544,Non-Smoker
19545,Non-Smoker
19546,Non-Smoker
19547,Non-Smoker
19548,Non-Smoker
19549,Non-Smoker
19550,Non-Smoker
19551,Non-Smoker
19552,Non-Smoker
19553,Non-Smoker
19554,Smoker
19555,Smoker
19556,Non-Smoker
19557,Non-Smoker
19558,Non-Smoker
19559,Non-Smoker
19560,Non-Smoker
19561,Non-Smoker
19562,Non-Smoker
19563,Non-Smoker
19564,Non-Smoker
19565,Smoker
19566,Non-Smoker
19567,Non-Smoker
19568,Smoker
19569,Non-Smoker
19570,Non-Smoker
19571,Non-Smoker
19572,Non-Smoker
19573,Non-Smoker
19574,Non-Smoker
19575,Non-Smoker
19576,Non-Smoker
19577,Non-Smoker
19578,Non-Smoker
19579,Non-Smoker
19580,Non-Smoker
19581,Non-Smoker
19582,Non-Smoker
19583,Smoker
19584,Non-Smoker
19585,Non-Smoker
19586,Non-Smoker
19587,Non-Smoker
19588,Non-Smoker
19589,Non-Smoker
19590,Non-Smoker
19591,Non-Smoker
19592,Non-Smoker
19593,Non-Smoker
19594,Non-Smoker
19595,Non-Smoker
19596,Non-Smoker
19597,Non-Smoker
19598,Non-Smoker
19599,Non-Smoker
19600,Non-Smoker
19601,Non-Smoker
19602,Non-Smoker
19603,Non-Smoker
19604,Smoker
19605,Non-Smoker
19606,Non-Smoker
19607,Non-Smoker
19608,Non-Smoker
19609,Non-Smoker
19610,Non-Smoker
19611,Non-Smoker
19612,Non-Smoker
19613,Non-Smoker
19614,Smoker
19615,Non-Smoker
19616,Non-Smoker
19617,Non-Smoker
19618,Smoker
19619,Non-Smoker
19620,Non-Smoker
19621,Non-Smoker
19622,Non-Smoker
19623,Non-Smoker
19624,Non-Smoker
19625,Non-Smoker
19626,Non-Smoker
19627,Non-Smoker
19628,Non-Smoker
19629,Non-Smoker
19630,Non-Smoker
19631,Non-Smoker
19632,Non-Smoker
19633,Non-Smoker
19634,Smoker
19635,Non-Smoker
19636,Non-Smoker
19637,Non-Smoker
19638,Non-Smoker
19639,Non-Smoker
19640,Non-Smoker
19641,Smoker
19642,Non-Smoker
19643,Smoker
19644,Non-Smoker
19645,Non-Smoker
19646,Non-Smoker
19647,Non-Smoker
19648,Non-Smoker
19649,Non-Smoker
19650,Non-Smoker
19651,Non-Smoker
19652,Non-Smoker
19653,Non-Smoker
19654,Non-Smoker
19655,Non-Smoker
19656,Non-Smoker
19657,Non-Smoker
19658,Non-Smoker
19659,Non-Smoker
19660,Non-Smoker
19661,Non-Smoker
19662,Non-Smoker
19663,Smoker
19664,Non-Smoker
19665,Non-Smoker
19666,Non-Smoker
19667,Non-Smoker
19668,Non-Smoker
19669,Non-Smoker
19670,Non-Smoker
19671,Non-Smoker
19672,Non-Smoker
19673,Non-Smoker
19674,Smoker
19675,Non-Smoker
19676,Non-Smoker
19677,Smoker
19678,Non-Smoker
19679,Non-Smoker
19680,Non-Smoker
19681,Non-Smoker
19682,Non-Smoker
19683,Smoker
19684,Non-Smoker
19685,Smoker
19686,Non-Smoker
19687,Non-Smoker
19688,Non-Smoker
19689,Non-Smoker
19690,Non-Smoker
19691,Non-Smoker
19692,Non-Smoker
19693,Non-Smoker
19694,Non-Smoker
19695,Non-Smoker
19696,Non-Smoker
19697,Non-Smoker
19698,Non-Smoker
19699,Non-Smoker
19700,Non-Smoker
19701,Smoker
19702,Smoker
19703,Non-Smoker
19704,Smoker
19705,Non-Smoker
19706,Non-Smoker
19707,Non-Smoker
19708,Non-Smoker
19709,Non-Smoker
19710,Non-Smoker
19711,Non-Smoker
19712,Non-Smoker
19713,Non-Smoker
19714,Smoker
19715,Non-Smoker
19716,Non-Smoker
19717,Non-Smoker
19718,Non-Smoker
19719,Non-Smoker
19720,Non-Smoker
19721,Non-Smoker
19722,Smoker
19723,Non-Smoker
19724,Non-Smoker
19725,Non-Smoker
19726,Non-Smoker
19727,Non-Smoker
19728,Non-Smoker
19729,Non-Smoker
19730,Non-Smoker
19731,Non-Smoker
19732,Non-Smoker
19733,Non-Smoker
19734,Non-Smoker
19735,Non-Smoker
19736,Smoker
19737,Non-Smoker
19738,Non-Smoker
19739,Non-Smoker
19740,Non-Smoker
19741,Non-Smoker
19742,Non-Smoker
19743,Non-Smoker
19744,Non-Smoker
19745,Non-Smoker
19746,Non-Smoker
19747,Non-Smoker
19748,Non-Smoker
19749,Non-Smoker
19750,Non-Smoker
19751,Non-Smoker
19752,Non-Smoker
19753,Non-Smoker
19754,Non-Smoker
19755,Non-Smoker
19756,Smoker
19757,Non-Smoker
19758,Non-Smoker
19759,Smoker
19760,Non-Smoker
19761,Non-Smoker
19762,Non-Smoker
19763,Non-Smoker
19764,Non-Smoker
19765,Non-Smoker
19766,Non-Smoker
19767,Non-Smoker
19768,Non-Smoker
19769,Non-Smoker
19770,Non-Smoker
19771,Smoker
19772,Non-Smoker
19773,Non-Smoker
19774,Non-Smoker
19775,Non-Smoker
19776,Non-Smoker
19777,Non-Smoker
19778,Non-Smoker
19779,Non-Smoker
19780,Non-Smoker
19781,Non-Smoker
19782,Non-Smoker
19783,Smoker
19784,Non-Smoker
19785,Non-Smoker
19786,Non-Smoker
19787,Non-Smoker
19788,Smoker
19789,Non-Smoker
19790,Non-Smoker
19791,Non-Smoker
19792,Non-Smoker
19793,Non-Smoker
19794,Non-Smoker
19795,Non-Smoker
19796,Non-Smoker
19797,Non-Smoker
19798,Non-Smoker
19799,Non-Smoker
19800,Non-Smoker
19801,Non-Smoker
19802,Non-Smoker
19803,Smoker
19804,Non-Smoker
19805,Non-Smoker
19806,Non-Smoker
19807,Non-Smoker
19808,Non-Smoker
19809,Non-Smoker
19810,Non-Smoker
19811,Non-Smoker
19812,Non-Smoker
19813,Non-Smoker
19814,Non-Smoker
19815,Non-Smoker
19816,Non-Smoker
19817,Smoker
19818,Smoker
19819,Non-Smoker
19820,Non-Smoker
19821,Non-Smoker
19822,Non-Smoker
19823,Smoker
19824,Non-Smoker
19825,Non-Smoker
19826,Non-Smoker
19827,Non-Smoker
19828,Non-Smoker
19829,Non-Smoker
19830,Non-Smoker
19831,Non-Smoker
19832,Non-Smoker
19833,Smoker
19834,Non-Smoker
19835,Smoker
19836,Non-Smoker
19837,Non-Smoker
19838,Non-Smoker
19839,Non-Smoker
19840,Non-Smoker
19841,Smoker
19842,Non-Smoker
19843,Non-Smoker
19844,Non-Smoker
19845,Non-Smoker
19846,Non-Smoker
19847,Non-Smoker
19848,Non-Smoker
19849,Non-Smoker
19850,Smoker
19851,Non-Smoker
19852,Non-Smoker
19853,Non-Smoker
19854,Smoker
19855,Non-Smoker
19856,Non-Smoker
19857,Non-Smoker
19858,Smoker
19859,Non-Smoker
19860,Smoker
19861,Non-Smoker
19862,Non-Smoker
19863,Non-Smoker
19864,Non-Smoker
19865,Smoker
19866,Non-Smoker
19867,Non-Smoker
19868,Non-Smoker
19869,Non-Smoker
19870,Non-Smoker
19871,Non-Smoker
19872,Non-Smoker
19873,Non-Smoker
19874,Non-Smoker
19875,Non-Smoker
19876,Non-Smoker
19877,Non-Smoker
19878,Non-Smoker
19879,Non-Smoker
19880,Non-Smoker
19881,Non-Smoker
19882,Non-Smoker
19883,Non-Smoker
19884,Non-Smoker
19885,Non-Smoker
19886,Non-Smoker
19887,Non-Smoker
19888,Non-Smoker
19889,Non-Smoker
19890,Non-Smoker
19891,Non-Smoker
19892,Non-Smoker
19893,Non-Smoker
19894,Non-Smoker
19895,Non-Smoker
19896,Non-Smoker
19897,Non-Smoker
19898,Non-Smoker
19899,Non-Smoker
19900,Non-Smoker
19901,Smoker
19902,Non-Smoker
19903,Non-Smoker
19904,Non-Smoker
19905,Non-Smoker
19906,Non-Smoker
19907,Smoker
19908,Non-Smoker
19909,Non-Smoker
19910,Non-Smoker
19911,Non-Smoker
19912,Non-Smoker
19913,Non-Smoker
19914,Non-Smoker
19915,Non-Smoker
19916,Non-Smoker
19917,Non-Smoker
19918,Non-Smoker
19919,Smoker
19920,Non-Smoker
19921,Non-Smoker
19922,Non-Smoker
19923,Non-Smoker
19924,Non-Smoker
19925,Non-Smoker
19926,Non-Smoker
19927,Non-Smoker
19928,Non-Smoker
19929,Non-Smoker
19930,Non-Smoker
19931,Non-Smoker
19932,Non-Smoker
19933,Non-Smoker
19934,Non-Smoker
19935,Smoker
19936,Non-Smoker
19937,Non-Smoker
19938,Non-Smoker
19939,Non-Smoker
19940,Non-Smoker
19941,Non-Smoker
19942,Non-Smoker
19943,Non-Smoker
19944,Non-Smoker
19945,Non-Smoker
19946,Non-Smoker
19947,Smoker
19948,Non-Smoker
19949,Non-Smoker
19950,Non-Smoker
19951,Smoker
19952,Non-Smoker
19953,Non-Smoker
19954,Non-Smoker
19955,Non-Smoker
19956,Smoker
19957,Non-Smoker
19958,Non-Smoker
19959,Smoker
19960,Non-Smoker
19961,Non-Smoker
19962,Non-Smoker
19963,Non-Smoker
19964,Non-Smoker
19965,Non-Smoker
19966,Non-Smoker
19967,Non-Smoker
19968,Non-Smoker
19969,Non-Smoker
19970,Non-Smoker
19971,Non-Smoker
19972,Non-Smoker
19973,Non-Smoker
19974,Non-Smoker
19975,Non-Smoker
19976,Non-Smoker
19977,Non-Smoker
19978,Non-Smoker
19979,Non-Smoker
19980,Non-Smoker
19981,Non-Smoker
19982,Non-Smoker
19983,Non-Smoker
19984,Non-Smoker
19985,Non-Smoker
19986,Smoker
19987,Non-Smoker
19988,Non-Smoker
19989,Non-Smoker
19990,Non-Smoker
19991,Non-Smoker
19992,Non-Smoker
19993,Non-Smoker
19994,Smoker
19995,Non-Smoker
19996,Non-Smoker
19997,Non-Smoker
19998,Smoker
19999,Non-Smoker
20000,Non-Smoker
20001,Non-Smoker
20002,Non-Smoker
20003,Non-Smoker
20004,Non-Smoker
20005,Non-Smoker
20006,Non-Smoker
20007,Non-Smoker
20008,Non-Smoker
20009,Non-Smoker
20010,Non-Smoker
20011,Non-Smoker
20012,Non-Smoker
20013,Non-Smoker
20014,Non-Smoker
20015,Non-Smoker
20016,Non-Smoker
20017,Non-Smoker
20018,Non-Smoker
20019,Non-Smoker
20020,Smoker
20021,Non-Smoker
20022,Non-Smoker
20023,Non-Smoker
20024,Non-Smoker
20025,Non-Smoker
20026,Non-Smoker
20027,Non-Smoker
20028,Non-Smoker
20029,Non-Smoker
20030,Non-Smoker
20031,Smoker
20032,Non-Smoker
20033,Non-Smoker
20034,Non-Smoker
20035,Non-Smoker
20036,Smoker
20037,Non-Smoker
20038,Non-Smoker
20039,Non-Smoker
20040,Non-Smoker
20041,Non-Smoker
20042,Non-Smoker
20043,Non-Smoker
20044,Non-Smoker
20045,Smoker
20046,Non-Smoker
20047,Non-Smoker
20048,Smoker
20049,Non-Smoker
20050,Non-Smoker
20051,Smoker
20052,Non-Smoker
20053,Non-Smoker
20054,Non-Smoker
20055,Non-Smoker
20056,Non-Smoker
20057,Non-Smoker
20058,Non-Smoker
20059,Non-Smoker
20060,Non-Smoker
20061,Non-Smoker
20062,Non-Smoker
20063,Non-Smoker
20064,Non-Smoker
20065,Non-Smoker
20066,Non-Smoker
20067,Non-Smoker
20068,Non-Smoker
20069,Non-Smoker
20070,Non-Smoker
20071,Non-Smoker
20072,Non-Smoker
20073,Non-Smoker
20074,Non-Smoker
20075,Non-Smoker
20076,Non-Smoker
20077,Non-Smoker
20078,Non-Smoker
20079,Non-Smoker
20080,Non-Smoker
20081,Non-Smoker
20082,Non-Smoker
20083,Non-Smoker
20084,Non-Smoker
20085,Non-Smoker
20086,Non-Smoker
20087,Non-Smoker
20088,Smoker
20089,Non-Smoker
20090,Non-Smoker
20091,Non-Smoker
20092,Non-Smoker
20093,Non-Smoker
20094,Non-Smoker
20095,Smoker
20096,Non-Smoker
20097,Non-Smoker
20098,Non-Smoker
20099,Non-Smoker
20100,Non-Smoker
20101,Non-Smoker
20102,Smoker
20103,Non-Smoker
20104,Non-Smoker
20105,Non-Smoker
20106,Non-Smoker
20107,Non-Smoker
20108,Non-Smoker
20109,Non-Smoker
20110,Non-Smoker
20111,Non-Smoker
20112,Smoker
20113,Non-Smoker
20114,Non-Smoker
20115,Non-Smoker
20116,Non-Smoker
20117,Non-Smoker
20118,Smoker
20119,Non-Smoker
20120,Non-Smoker
20121,Smoker
20122,Non-Smoker
20123,Non-Smoker
20124,Non-Smoker
20125,Non-Smoker
20126,Non-Smoker
20127,Non-Smoker
20128,Non-Smoker
20129,Non-Smoker
20130,Non-Smoker
20131,Non-Smoker
20132,Non-Smoker
20133,Non-Smoker
20134,Non-Smoker
20135,Non-Smoker
20136,Non-Smoker
20137,Non-Smoker
20138,Non-Smoker
20139,Non-Smoker
20140,Non-Smoker
20141,Non-Smoker
20142,Non-Smoker
20143,Non-Smoker
20144,Non-Smoker
20145,Non-Smoker
20146,Non-Smoker
20147,Non-Smoker
20148,Non-Smoker
20149,Non-Smoker
20150,Smoker
20151,Non-Smoker
20152,Non-Smoker
20153,Non-Smoker
20154,Non-Smoker
20155,Non-Smoker
20156,Non-Smoker
20157,Non-Smoker
20158,Non-Smoker
20159,Smoker
20160,Non-Smoker
20161,Non-Smoker
20162,Non-Smoker
20163,Non-Smoker
20164,Non-Smoker
20165,Non-Smoker
20166,Smoker
20167,Non-Smoker
20168,Non-Smoker
20169,Non-Smoker
20170,Non-Smoker
20171,Non-Smoker
20172,Non-Smoker
20173,Non-Smoker
20174,Non-Smoker
20175,Non-Smoker
20176,Non-Smoker
20177,Non-Smoker
20178,Non-Smoker
20179,Non-Smoker
20180,Non-Smoker
20181,Non-Smoker
20182,Non-Smoker
20183,Smoker
20184,Non-Smoker
20185,Non-Smoker
20186,Non-Smoker
20187,Non-Smoker
20188,Non-Smoker
20189,Non-Smoker
20190,Non-Smoker
20191,Non-Smoker
20192,Non-Smoker
20193,Non-Smoker
20194,Non-Smoker
20195,Smoker
20196,Non-Smoker
20197,Non-Smoker
20198,Non-Smoker
20199,Non-Smoker
20200,Non-Smoker
20201,Smoker
20202,Non-Smoker
20203,Non-Smoker
20204,Non-Smoker
20205,Non-Smoker
20206,Non-Smoker
20207,Non-Smoker
20208,Non-Smoker
20209,Non-Smoker
20210,Non-Smoker
20211,Non-Smoker
20212,Smoker
20213,Non-Smoker
20214,Non-Smoker
20215,Non-Smoker
20216,Non-Smoker
20217,Non-Smoker
20218,Non-Smoker
20219,Non-Smoker
20220,Non-Smoker
20221,Non-Smoker
20222,Non-Smoker
20223,Non-Smoker
20224,Non-Smoker
20225,Smoker
20226,Non-Smoker
20227,Non-Smoker
20228,Non-Smoker
20229,Non-Smoker
20230,Non-Smoker
20231,Non-Smoker
20232,Non-Smoker
20233,Non-Smoker
20234,Non-Smoker
20235,Non-Smoker
20236,Non-Smoker
20237,Non-Smoker
20238,Non-Smoker
20239,Non-Smoker
20240,Non-Smoker
20241,Smoker
20242,Non-Smoker
20243,Non-Smoker
20244,Non-Smoker
20245,Smoker
20246,Non-Smoker
20247,Smoker
20248,Non-Smoker
20249,Non-Smoker
20250,Non-Smoker
20251,Non-Smoker
20252,Non-Smoker
20253,Non-Smoker
20254,Non-Smoker
20255,Non-Smoker
20256,Non-Smoker
20257,Non-Smoker
20258,Non-Smoker
20259,Smoker
20260,Non-Smoker
20261,Non-Smoker
20262,Non-Smoker
20263,Non-Smoker
